Ano (data);País;Região;Estado;Estado sigla;Município (Municípios);Município Estado;Latitude;Longitude;Espécie florestal;Área (ha)
31/12/2015;Brasil;Norte;Rondônia;RO;Monte Negro RO;Monte Negro (RO);-10,21;-63,37;Pinus;0
31/12/2016;Brasil;Norte;Rondônia;RO;Monte Negro RO;Monte Negro (RO);-10,21;-63,37;Pinus;0
31/12/2014;Brasil;Norte;Rondônia;RO;Monte Negro RO;Monte Negro (RO);-10,21;-63,37;Outras espécies;80
31/12/2015;Brasil;Norte;Rondônia;RO;Monte Negro RO;Monte Negro (RO);-10,21;-63,37;Outras espécies;70
31/12/2016;Brasil;Norte;Rondônia;RO;Monte Negro RO;Monte Negro (RO);-10,21;-63,37;Outras espécies;96
31/12/2014;Brasil;Norte;Rondônia;RO;Parecis;Parecis (RO);-12,26;-61,42;Eucalipto;0
31/12/2015;Brasil;Norte;Rondônia;RO;Parecis;Parecis (RO);-12,26;-61,42;Eucalipto;0
31/12/2016;Brasil;Norte;Rondônia;RO;Parecis;Parecis (RO);-12,26;-61,42;Eucalipto;0
31/12/2014;Brasil;Norte;Rondônia;RO;Parecis;Parecis (RO);-12,26;-61,42;Pinus;0
31/12/2015;Brasil;Norte;Rondônia;RO;Parecis;Parecis (RO);-12,26;-61,42;Pinus;0
31/12/2016;Brasil;Norte;Rondônia;RO;Parecis;Parecis (RO);-12,26;-61,42;Pinus;0
31/12/2014;Brasil;Norte;Rondônia;RO;Parecis;Parecis (RO);-12,26;-61,42;Outras espécies;150
31/12/2015;Brasil;Norte;Rondônia;RO;Parecis;Parecis (RO);-12,26;-61,42;Outras espécies;144
31/12/2016;Brasil;Norte;Rondônia;RO;Parecis;Parecis (RO);-12,26;-61,42;Outras espécies;197
31/12/2014;Brasil;Norte;Rondônia;RO;Pimenteiras do Oeste;Pimenteiras do Oeste (RO);-13,17;-61,55;Eucalipto;0
31/12/2015;Brasil;Norte;Rondônia;RO;Pimenteiras do Oeste;Pimenteiras do Oeste (RO);-13,17;-61,55;Eucalipto;0
31/12/2016;Brasil;Norte;Rondônia;RO;Pimenteiras do Oeste;Pimenteiras do Oeste (RO);-13,17;-61,55;Eucalipto;0
31/12/2014;Brasil;Norte;Rondônia;RO;Pimenteiras do Oeste;Pimenteiras do Oeste (RO);-13,17;-61,55;Pinus;0
31/12/2015;Brasil;Norte;Rondônia;RO;Pimenteiras do Oeste;Pimenteiras do Oeste (RO);-13,17;-61,55;Pinus;0
31/12/2016;Brasil;Norte;Rondônia;RO;Pimenteiras do Oeste;Pimenteiras do Oeste (RO);-13,17;-61,55;Pinus;0
31/12/2014;Brasil;Norte;Rondônia;RO;Pimenteiras do Oeste;Pimenteiras do Oeste (RO);-13,17;-61,55;Outras espécies;222
31/12/2015;Brasil;Norte;Rondônia;RO;Pimenteiras do Oeste;Pimenteiras do Oeste (RO);-13,17;-61,55;Outras espécies;225
31/12/2016;Brasil;Norte;Rondônia;RO;Pimenteiras do Oeste;Pimenteiras do Oeste (RO);-13,17;-61,55;Outras espécies;308
31/12/2014;Brasil;Norte;Rondônia;RO;São Felipe D'Oeste;São Felipe D'Oeste (RO);-11,9;-61,47;Eucalipto;0
31/12/2015;Brasil;Norte;Rondônia;RO;São Felipe D'Oeste;São Felipe D'Oeste (RO);-11,9;-61,47;Eucalipto;0
31/12/2016;Brasil;Norte;Rondônia;RO;São Felipe D'Oeste;São Felipe D'Oeste (RO);-11,9;-61,47;Eucalipto;0
31/12/2014;Brasil;Norte;Rondônia;RO;São Felipe D'Oeste;São Felipe D'Oeste (RO);-11,9;-61,47;Pinus;0
31/12/2015;Brasil;Norte;Rondônia;RO;São Felipe D'Oeste;São Felipe D'Oeste (RO);-11,9;-61,47;Pinus;0
31/12/2016;Brasil;Norte;Rondônia;RO;São Felipe D'Oeste;São Felipe D'Oeste (RO);-11,9;-61,47;Pinus;0
31/12/2014;Brasil;Norte;Rondônia;RO;São Felipe D'Oeste;São Felipe D'Oeste (RO);-11,9;-61,47;Outras espécies;2500
31/12/2015;Brasil;Norte;Rondônia;RO;São Felipe D'Oeste;São Felipe D'Oeste (RO);-11,9;-61,47;Outras espécies;2400
31/12/2016;Brasil;Norte;Rondônia;RO;São Felipe D'Oeste;São Felipe D'Oeste (RO);-11,9;-61,47;Outras espécies;3282
31/12/2014;Brasil;Norte;Rondônia;RO;São Francisco do Guaporé;São Francisco do Guaporé (RO);-12,37;-63,12;Eucalipto;0
31/12/2015;Brasil;Norte;Rondônia;RO;São Francisco do Guaporé;São Francisco do Guaporé (RO);-12,37;-63,12;Eucalipto;0
31/12/2016;Brasil;Norte;Rondônia;RO;São Francisco do Guaporé;São Francisco do Guaporé (RO);-12,37;-63,12;Eucalipto;0
31/12/2014;Brasil;Norte;Rondônia;RO;São Francisco do Guaporé;São Francisco do Guaporé (RO);-12,37;-63,12;Pinus;0
31/12/2015;Brasil;Norte;Rondônia;RO;São Francisco do Guaporé;São Francisco do Guaporé (RO);-12,37;-63,12;Pinus;0
31/12/2016;Brasil;Norte;Rondônia;RO;São Francisco do Guaporé;São Francisco do Guaporé (RO);-12,37;-63,12;Pinus;0
31/12/2014;Brasil;Norte;Rondônia;RO;São Francisco do Guaporé;São Francisco do Guaporé (RO);-12,37;-63,12;Outras espécies;56
31/12/2015;Brasil;Norte;Rondônia;RO;São Francisco do Guaporé;São Francisco do Guaporé (RO);-12,37;-63,12;Outras espécies;56
31/12/2016;Brasil;Norte;Rondônia;RO;São Francisco do Guaporé;São Francisco do Guaporé (RO);-12,37;-63,12;Outras espécies;77
31/12/2014;Brasil;Norte;Rondônia;RO;Urupá;Urupá (RO);-11,1;-62,42;Eucalipto;0
31/12/2015;Brasil;Norte;Rondônia;RO;Urupá;Urupá (RO);-11,1;-62,42;Eucalipto;0
31/12/2016;Brasil;Norte;Rondônia;RO;Urupá;Urupá (RO);-11,1;-62,42;Eucalipto;0
31/12/2014;Brasil;Norte;Rondônia;RO;Urupá;Urupá (RO);-11,1;-62,42;Pinus;0
31/12/2015;Brasil;Norte;Rondônia;RO;Urupá;Urupá (RO);-11,1;-62,42;Pinus;0
31/12/2016;Brasil;Norte;Rondônia;RO;Urupá;Urupá (RO);-11,1;-62,42;Pinus;0
31/12/2014;Brasil;Norte;Rondônia;RO;Urupá;Urupá (RO);-11,1;-62,42;Outras espécies;360
31/12/2015;Brasil;Norte;Rondônia;RO;Urupá;Urupá (RO);-11,1;-62,42;Outras espécies;360
31/12/2016;Brasil;Norte;Rondônia;RO;Urupá;Urupá (RO);-11,1;-62,42;Outras espécies;492
31/12/2014;Brasil;Norte;Rondônia;RO;Vale do Paraíso;Vale do Paraíso (RO);-10,38;-62,09;Eucalipto;0
31/12/2015;Brasil;Norte;Rondônia;RO;Vale do Paraíso;Vale do Paraíso (RO);-10,38;-62,09;Eucalipto;0
31/12/2016;Brasil;Norte;Rondônia;RO;Vale do Paraíso;Vale do Paraíso (RO);-10,38;-62,09;Eucalipto;0
31/12/2014;Brasil;Norte;Rondônia;RO;Vale do Paraíso;Vale do Paraíso (RO);-10,38;-62,09;Pinus;0
31/12/2015;Brasil;Norte;Rondônia;RO;Vale do Paraíso;Vale do Paraíso (RO);-10,38;-62,09;Pinus;0
31/12/2016;Brasil;Norte;Rondônia;RO;Vale do Paraíso;Vale do Paraíso (RO);-10,38;-62,09;Pinus;0
31/12/2014;Brasil;Norte;Rondônia;RO;Vale do Paraíso;Vale do Paraíso (RO);-10,38;-62,09;Outras espécies;73
31/12/2015;Brasil;Norte;Rondônia;RO;Vale do Paraíso;Vale do Paraíso (RO);-10,38;-62,09;Outras espécies;73
31/12/2016;Brasil;Norte;Rondônia;RO;Vale do Paraíso;Vale do Paraíso (RO);-10,38;-62,09;Outras espécies;100
31/12/2014;Brasil;Norte;Roraima;RR;Alto Alegre;Alto Alegre (RR);3,078257154;-62,76;Eucalipto;0
31/12/2015;Brasil;Norte;Roraima;RR;Alto Alegre;Alto Alegre (RR);3,078257154;-62,76;Eucalipto;0
31/12/2016;Brasil;Norte;Roraima;RR;Alto Alegre;Alto Alegre (RR);3,078257154;-62,76;Eucalipto;
31/12/2014;Brasil;Norte;Roraima;RR;Alto Alegre;Alto Alegre (RR);3,078257154;-62,76;Pinus;0
31/12/2015;Brasil;Norte;Roraima;RR;Alto Alegre;Alto Alegre (RR);3,078257154;-62,76;Pinus;0
31/12/2016;Brasil;Norte;Roraima;RR;Alto Alegre;Alto Alegre (RR);3,078257154;-62,76;Pinus;
31/12/2014;Brasil;Norte;Roraima;RR;Alto Alegre;Alto Alegre (RR);3,078257154;-62,76;Outras espécies;1487
31/12/2015;Brasil;Norte;Roraima;RR;Alto Alegre;Alto Alegre (RR);3,078257154;-62,76;Outras espécies;2019
31/12/2016;Brasil;Norte;Roraima;RR;Alto Alegre;Alto Alegre (RR);3,078257154;-62,76;Outras espécies;
31/12/2014;Brasil;Norte;Roraima;RR;Boa Vista;Boa Vista (RR);3,117914945;-60,72;Eucalipto;0
31/12/2015;Brasil;Norte;Roraima;RR;Boa Vista;Boa Vista (RR);3,117914945;-60,72;Eucalipto;0
31/12/2016;Brasil;Norte;Roraima;RR;Boa Vista;Boa Vista (RR);3,117914945;-60,72;Eucalipto;
31/12/2014;Brasil;Norte;Roraima;RR;Boa Vista;Boa Vista (RR);3,117914945;-60,72;Pinus;0
31/12/2015;Brasil;Norte;Roraima;RR;Boa Vista;Boa Vista (RR);3,117914945;-60,72;Pinus;0
31/12/2016;Brasil;Norte;Roraima;RR;Boa Vista;Boa Vista (RR);3,117914945;-60,72;Pinus;
31/12/2014;Brasil;Norte;Roraima;RR;Boa Vista;Boa Vista (RR);3,117914945;-60,72;Outras espécies;8488
31/12/2015;Brasil;Norte;Roraima;RR;Boa Vista;Boa Vista (RR);3,117914945;-60,72;Outras espécies;7260
31/12/2016;Brasil;Norte;Roraima;RR;Boa Vista;Boa Vista (RR);3,117914945;-60,72;Outras espécies;
31/12/2014;Brasil;Norte;Roraima;RR;Bonfim;Bonfim (RR);2,787100524;-60,1;Eucalipto;0
31/12/2015;Brasil;Norte;Roraima;RR;Bonfim;Bonfim (RR);2,787100524;-60,1;Eucalipto;0
31/12/2016;Brasil;Norte;Roraima;RR;Bonfim;Bonfim (RR);2,787100524;-60,1;Eucalipto;
31/12/2014;Brasil;Norte;Roraima;RR;Bonfim;Bonfim (RR);2,787100524;-60,1;Pinus;0
31/12/2015;Brasil;Norte;Roraima;RR;Bonfim;Bonfim (RR);2,787100524;-60,1;Pinus;0
31/12/2016;Brasil;Norte;Roraima;RR;Bonfim;Bonfim (RR);2,787100524;-60,1;Pinus;
31/12/2014;Brasil;Norte;Roraima;RR;Bonfim;Bonfim (RR);2,787100524;-60,1;Outras espécies;16129
31/12/2015;Brasil;Norte;Roraima;RR;Bonfim;Bonfim (RR);2,787100524;-60,1;Outras espécies;15138
31/12/2016;Brasil;Norte;Roraima;RR;Bonfim;Bonfim (RR);2,787100524;-60,1;Outras espécies;
31/12/2014;Brasil;Norte;Roraima;RR;Cantá;Cantá (RR);2,27283672;-60,54;Eucalipto;0
31/12/2015;Brasil;Norte;Roraima;RR;Cantá;Cantá (RR);2,27283672;-60,54;Eucalipto;0
31/12/2016;Brasil;Norte;Roraima;RR;Cantá;Cantá (RR);2,27283672;-60,54;Eucalipto;0
31/12/2014;Brasil;Norte;Roraima;RR;Cantá;Cantá (RR);2,27283672;-60,54;Pinus;0
31/12/2015;Brasil;Norte;Roraima;RR;Cantá;Cantá (RR);2,27283672;-60,54;Pinus;0
31/12/2016;Brasil;Norte;Roraima;RR;Cantá;Cantá (RR);2,27283672;-60,54;Pinus;0
31/12/2014;Brasil;Norte;Roraima;RR;Cantá;Cantá (RR);2,27283672;-60,54;Outras espécies;3783
31/12/2015;Brasil;Norte;Roraima;RR;Cantá;Cantá (RR);2,27283672;-60,54;Outras espécies;4843
31/12/2016;Brasil;Norte;Roraima;RR;Cantá;Cantá (RR);2,27283672;-60,54;Outras espécies;347
31/12/2014;Brasil;Norte;Roraima;RR;Caracaraí;Caracaraí (RR);0,990918732;-61,47;Eucalipto;0
31/12/2015;Brasil;Norte;Roraima;RR;Caracaraí;Caracaraí (RR);0,990918732;-61,47;Eucalipto;0
31/12/2016;Brasil;Norte;Roraima;RR;Caracaraí;Caracaraí (RR);0,990918732;-61,47;Eucalipto;0
31/12/2014;Brasil;Norte;Roraima;RR;Caracaraí;Caracaraí (RR);0,990918732;-61,47;Pinus;0
31/12/2015;Brasil;Norte;Roraima;RR;Caracaraí;Caracaraí (RR);0,990918732;-61,47;Pinus;0
31/12/2016;Brasil;Norte;Roraima;RR;Caracaraí;Caracaraí (RR);0,990918732;-61,47;Pinus;0
31/12/2014;Brasil;Norte;Roraima;RR;Caracaraí;Caracaraí (RR);0,990918732;-61,47;Outras espécies;17205
31/12/2015;Brasil;Norte;Roraima;RR;Caracaraí;Caracaraí (RR);0,990918732;-61,47;Outras espécies;17205
31/12/2016;Brasil;Norte;Roraima;RR;Caracaraí;Caracaraí (RR);0,990918732;-61,47;Outras espécies;2808
31/12/2014;Brasil;Norte;Roraima;RR;Caroebe;Caroebe (RR);0,914688745;-59,34;Eucalipto;
31/12/2015;Brasil;Norte;Roraima;RR;Caroebe;Caroebe (RR);0,914688745;-59,34;Eucalipto;
31/12/2016;Brasil;Norte;Roraima;RR;Caroebe;Caroebe (RR);0,914688745;-59,34;Eucalipto;0
31/12/2014;Brasil;Norte;Roraima;RR;Caroebe;Caroebe (RR);0,914688745;-59,34;Pinus;
31/12/2015;Brasil;Norte;Roraima;RR;Caroebe;Caroebe (RR);0,914688745;-59,34;Pinus;
31/12/2016;Brasil;Norte;Roraima;RR;Caroebe;Caroebe (RR);0,914688745;-59,34;Pinus;0
31/12/2014;Brasil;Norte;Roraima;RR;Caroebe;Caroebe (RR);0,914688745;-59,34;Outras espécies;
31/12/2015;Brasil;Norte;Roraima;RR;Caroebe;Caroebe (RR);0,914688745;-59,34;Outras espécies;
31/12/2016;Brasil;Norte;Roraima;RR;Caroebe;Caroebe (RR);0,914688745;-59,34;Outras espécies;222
31/12/2014;Brasil;Norte;Roraima;RR;Iracema;Iracema (RR);2,190465394;-62,45;Eucalipto;
31/12/2015;Brasil;Norte;Roraima;RR;Iracema;Iracema (RR);2,190465394;-62,45;Eucalipto;
31/12/2016;Brasil;Norte;Roraima;RR;Iracema;Iracema (RR);2,190465394;-62,45;Eucalipto;0
31/12/2014;Brasil;Norte;Roraima;RR;Iracema;Iracema (RR);2,190465394;-62,45;Pinus;
31/12/2015;Brasil;Norte;Roraima;RR;Iracema;Iracema (RR);2,190465394;-62,45;Pinus;
31/12/2016;Brasil;Norte;Roraima;RR;Iracema;Iracema (RR);2,190465394;-62,45;Pinus;0
31/12/2014;Brasil;Norte;Roraima;RR;Iracema;Iracema (RR);2,190465394;-62,45;Outras espécies;
31/12/2015;Brasil;Norte;Roraima;RR;Iracema;Iracema (RR);2,190465394;-62,45;Outras espécies;
31/12/2016;Brasil;Norte;Roraima;RR;Iracema;Iracema (RR);2,190465394;-62,45;Outras espécies;1820
31/12/2014;Brasil;Norte;Roraima;RR;Mucajaí;Mucajaí (RR);2,513323562;-62;Eucalipto;
31/12/2015;Brasil;Norte;Roraima;RR;Mucajaí;Mucajaí (RR);2,513323562;-62;Eucalipto;
31/12/2016;Brasil;Norte;Roraima;RR;Mucajaí;Mucajaí (RR);2,513323562;-62;Eucalipto;0
31/12/2014;Brasil;Norte;Roraima;RR;Mucajaí;Mucajaí (RR);2,513323562;-62;Pinus;
31/12/2015;Brasil;Norte;Roraima;RR;Mucajaí;Mucajaí (RR);2,513323562;-62;Pinus;
31/12/2016;Brasil;Norte;Roraima;RR;Mucajaí;Mucajaí (RR);2,513323562;-62;Pinus;0
31/12/2014;Brasil;Norte;Roraima;RR;Mucajaí;Mucajaí (RR);2,513323562;-62;Outras espécies;
31/12/2015;Brasil;Norte;Roraima;RR;Mucajaí;Mucajaí (RR);2,513323562;-62;Outras espécies;
31/12/2016;Brasil;Norte;Roraima;RR;Mucajaí;Mucajaí (RR);2,513323562;-62;Outras espécies;625
31/12/2014;Brasil;Norte;Roraima;RR;Rorainópolis;Rorainópolis (RR);0,037823123;-61,01;Eucalipto;
31/12/2015;Brasil;Norte;Roraima;RR;Rorainópolis;Rorainópolis (RR);0,037823123;-61,01;Eucalipto;
31/12/2016;Brasil;Norte;Roraima;RR;Rorainópolis;Rorainópolis (RR);0,037823123;-61,01;Eucalipto;0
31/12/2014;Brasil;Norte;Roraima;RR;Rorainópolis;Rorainópolis (RR);0,037823123;-61,01;Pinus;
31/12/2015;Brasil;Norte;Roraima;RR;Rorainópolis;Rorainópolis (RR);0,037823123;-61,01;Pinus;
31/12/2016;Brasil;Norte;Roraima;RR;Rorainópolis;Rorainópolis (RR);0,037823123;-61,01;Pinus;0
31/12/2014;Brasil;Norte;Roraima;RR;Rorainópolis;Rorainópolis (RR);0,037823123;-61,01;Outras espécies;
31/12/2015;Brasil;Norte;Roraima;RR;Rorainópolis;Rorainópolis (RR);0,037823123;-61,01;Outras espécies;
31/12/2016;Brasil;Norte;Roraima;RR;Rorainópolis;Rorainópolis (RR);0,037823123;-61,01;Outras espécies;3594
31/12/2014;Brasil;Norte;Roraima;RR;São Luiz;São Luiz (RR);0,884434676;-60,15;Eucalipto;
31/12/2015;Brasil;Norte;Roraima;RR;São Luiz;São Luiz (RR);0,884434676;-60,15;Eucalipto;
31/12/2016;Brasil;Norte;Roraima;RR;São Luiz;São Luiz (RR);0,884434676;-60,15;Eucalipto;0
31/12/2014;Brasil;Norte;Roraima;RR;São Luiz;São Luiz (RR);0,884434676;-60,15;Pinus;
31/12/2015;Brasil;Norte;Roraima;RR;São Luiz;São Luiz (RR);0,884434676;-60,15;Pinus;
31/12/2016;Brasil;Norte;Roraima;RR;São Luiz;São Luiz (RR);0,884434676;-60,15;Pinus;0
31/12/2014;Brasil;Norte;Roraima;RR;São Luiz;São Luiz (RR);0,884434676;-60,15;Outras espécies;
31/12/2015;Brasil;Norte;Roraima;RR;São Luiz;São Luiz (RR);0,884434676;-60,15;Outras espécies;
31/12/2016;Brasil;Norte;Roraima;RR;São Luiz;São Luiz (RR);0,884434676;-60,15;Outras espécies;974
31/12/2014;Brasil;Norte;Pará;PA;Abaetetuba;Abaetetuba (PA);-1,73;-48,88;Eucalipto;0
31/12/2015;Brasil;Norte;Pará;PA;Abaetetuba;Abaetetuba (PA);-1,73;-48,88;Eucalipto;
31/12/2016;Brasil;Norte;Pará;PA;Abaetetuba;Abaetetuba (PA);-1,73;-48,88;Eucalipto;
31/12/2014;Brasil;Norte;Pará;PA;Abaetetuba;Abaetetuba (PA);-1,73;-48,88;Pinus;0
31/12/2015;Brasil;Norte;Pará;PA;Abaetetuba;Abaetetuba (PA);-1,73;-48,88;Pinus;
31/12/2016;Brasil;Norte;Pará;PA;Abaetetuba;Abaetetuba (PA);-1,73;-48,88;Pinus;
31/12/2014;Brasil;Norte;Pará;PA;Abaetetuba;Abaetetuba (PA);-1,73;-48,88;Outras espécies;50
31/12/2015;Brasil;Norte;Pará;PA;Abaetetuba;Abaetetuba (PA);-1,73;-48,88;Outras espécies;
31/12/2016;Brasil;Norte;Pará;PA;Abaetetuba;Abaetetuba (PA);-1,73;-48,88;Outras espécies;
31/12/2014;Brasil;Norte;Pará;PA;Abel Figueiredo;Abel Figueiredo (PA);-4,957;-48,42;Eucalipto;720
31/12/2015;Brasil;Norte;Pará;PA;Abel Figueiredo;Abel Figueiredo (PA);-4,957;-48,42;Eucalipto;900
31/12/2016;Brasil;Norte;Pará;PA;Abel Figueiredo;Abel Figueiredo (PA);-4,957;-48,42;Eucalipto;1100
31/12/2014;Brasil;Norte;Pará;PA;Abel Figueiredo;Abel Figueiredo (PA);-4,957;-48,42;Pinus;0
31/12/2015;Brasil;Norte;Pará;PA;Abel Figueiredo;Abel Figueiredo (PA);-4,957;-48,42;Pinus;0
31/12/2016;Brasil;Norte;Pará;PA;Abel Figueiredo;Abel Figueiredo (PA);-4,957;-48,42;Pinus;0
31/12/2014;Brasil;Norte;Pará;PA;Abel Figueiredo;Abel Figueiredo (PA);-4,957;-48,42;Outras espécies;240
31/12/2015;Brasil;Norte;Pará;PA;Abel Figueiredo;Abel Figueiredo (PA);-4,957;-48,42;Outras espécies;155
31/12/2016;Brasil;Norte;Pará;PA;Abel Figueiredo;Abel Figueiredo (PA);-4,957;-48,42;Outras espécies;200
31/12/2014;Brasil;Norte;Pará;PA;Alenquer;Alenquer (PA);-0,6047;-55,04;Eucalipto;
31/12/2015;Brasil;Norte;Pará;PA;Alenquer;Alenquer (PA);-0,6047;-55,04;Eucalipto;0
31/12/2016;Brasil;Norte;Pará;PA;Alenquer;Alenquer (PA);-0,6047;-55,04;Eucalipto;0
31/12/2014;Brasil;Norte;Pará;PA;Alenquer;Alenquer (PA);-0,6047;-55,04;Pinus;
31/12/2015;Brasil;Norte;Pará;PA;Alenquer;Alenquer (PA);-0,6047;-55,04;Pinus;0
31/12/2016;Brasil;Norte;Pará;PA;Alenquer;Alenquer (PA);-0,6047;-55,04;Pinus;0
31/12/2014;Brasil;Norte;Pará;PA;Alenquer;Alenquer (PA);-0,6047;-55,04;Outras espécies;
31/12/2015;Brasil;Norte;Pará;PA;Alenquer;Alenquer (PA);-0,6047;-55,04;Outras espécies;1653
31/12/2016;Brasil;Norte;Pará;PA;Alenquer;Alenquer (PA);-0,6047;-55,04;Outras espécies;1653
31/12/2014;Brasil;Norte;Pará;PA;Almeirim;Almeirim (PA);0,284478937;-53,89;Eucalipto;57001
31/12/2015;Brasil;Norte;Pará;PA;Almeirim;Almeirim (PA);0,284478937;-53,89;Eucalipto;39656
31/12/2016;Brasil;Norte;Pará;PA;Almeirim;Almeirim (PA);0,284478937;-53,89;Eucalipto;38835
31/12/2014;Brasil;Norte;Pará;PA;Almeirim;Almeirim (PA);0,284478937;-53,89;Pinus;0
31/12/2015;Brasil;Norte;Pará;PA;Almeirim;Almeirim (PA);0,284478937;-53,89;Pinus;0
31/12/2016;Brasil;Norte;Pará;PA;Almeirim;Almeirim (PA);0,284478937;-53,89;Pinus;0
31/12/2014;Brasil;Norte;Pará;PA;Almeirim;Almeirim (PA);0,284478937;-53,89;Outras espécies;0
31/12/2015;Brasil;Norte;Pará;PA;Almeirim;Almeirim (PA);0,284478937;-53,89;Outras espécies;0
31/12/2016;Brasil;Norte;Pará;PA;Almeirim;Almeirim (PA);0,284478937;-53,89;Outras espécies;0
31/12/2014;Brasil;Norte;Pará;PA;Altamira;Altamira (PA);-6,486;-53,89;Eucalipto;
31/12/2015;Brasil;Norte;Pará;PA;Altamira;Altamira (PA);-6,486;-53,89;Eucalipto;
31/12/2016;Brasil;Norte;Pará;PA;Altamira;Altamira (PA);-6,486;-53,89;Eucalipto;2
31/12/2014;Brasil;Norte;Pará;PA;Altamira;Altamira (PA);-6,486;-53,89;Pinus;
31/12/2015;Brasil;Norte;Pará;PA;Altamira;Altamira (PA);-6,486;-53,89;Pinus;
31/12/2016;Brasil;Norte;Pará;PA;Altamira;Altamira (PA);-6,486;-53,89;Pinus;0
31/12/2014;Brasil;Norte;Pará;PA;Altamira;Altamira (PA);-6,486;-53,89;Outras espécies;
31/12/2015;Brasil;Norte;Pará;PA;Altamira;Altamira (PA);-6,486;-53,89;Outras espécies;
31/12/2016;Brasil;Norte;Pará;PA;Altamira;Altamira (PA);-6,486;-53,89;Outras espécies;280
31/12/2014;Brasil;Norte;Pará;PA;Aurora do Pará;Aurora do Pará (PA);-2,231;-47,73;Eucalipto;0
31/12/2015;Brasil;Norte;Pará;PA;Aurora do Pará;Aurora do Pará (PA);-2,231;-47,73;Eucalipto;0
31/12/2016;Brasil;Norte;Pará;PA;Aurora do Pará;Aurora do Pará (PA);-2,231;-47,73;Eucalipto;0
31/12/2014;Brasil;Norte;Pará;PA;Aurora do Pará;Aurora do Pará (PA);-2,231;-47,73;Pinus;0
31/12/2015;Brasil;Norte;Pará;PA;Aurora do Pará;Aurora do Pará (PA);-2,231;-47,73;Pinus;0
31/12/2016;Brasil;Norte;Pará;PA;Aurora do Pará;Aurora do Pará (PA);-2,231;-47,73;Pinus;0
31/12/2014;Brasil;Norte;Pará;PA;Aurora do Pará;Aurora do Pará (PA);-2,231;-47,73;Outras espécies;200
31/12/2015;Brasil;Norte;Pará;PA;Aurora do Pará;Aurora do Pará (PA);-2,231;-47,73;Outras espécies;140
31/12/2016;Brasil;Norte;Pará;PA;Aurora do Pará;Aurora do Pará (PA);-2,231;-47,73;Outras espécies;200
31/12/2014;Brasil;Norte;Pará;PA;Bom Jesus do Tocantins;Bom Jesus do Tocantins (PA);-5,054;-48,76;Eucalipto;
31/12/2015;Brasil;Norte;Pará;PA;Bom Jesus do Tocantins;Bom Jesus do Tocantins (PA);-5,054;-48,76;Eucalipto;544
31/12/2016;Brasil;Norte;Pará;PA;Bom Jesus do Tocantins;Bom Jesus do Tocantins (PA);-5,054;-48,76;Eucalipto;1100
31/12/2014;Brasil;Norte;Pará;PA;Bom Jesus do Tocantins;Bom Jesus do Tocantins (PA);-5,054;-48,76;Pinus;
31/12/2015;Brasil;Norte;Pará;PA;Bom Jesus do Tocantins;Bom Jesus do Tocantins (PA);-5,054;-48,76;Pinus;0
31/12/2016;Brasil;Norte;Pará;PA;Bom Jesus do Tocantins;Bom Jesus do Tocantins (PA);-5,054;-48,76;Pinus;0
31/12/2014;Brasil;Norte;Pará;PA;Bom Jesus do Tocantins;Bom Jesus do Tocantins (PA);-5,054;-48,76;Outras espécies;
31/12/2015;Brasil;Norte;Pará;PA;Bom Jesus do Tocantins;Bom Jesus do Tocantins (PA);-5,054;-48,76;Outras espécies;0
31/12/2016;Brasil;Norte;Pará;PA;Bom Jesus do Tocantins;Bom Jesus do Tocantins (PA);-5,054;-48,76;Outras espécies;0
31/12/2014;Brasil;Norte;Pará;PA;Brejo Grande do Araguaia;Brejo Grande do Araguaia (PA);-5,736;-48,43;Eucalipto;
31/12/2015;Brasil;Norte;Pará;PA;Brejo Grande do Araguaia;Brejo Grande do Araguaia (PA);-5,736;-48,43;Eucalipto;475
31/12/2016;Brasil;Norte;Pará;PA;Brejo Grande do Araguaia;Brejo Grande do Araguaia (PA);-5,736;-48,43;Eucalipto;475
31/12/2014;Brasil;Norte;Pará;PA;Brejo Grande do Araguaia;Brejo Grande do Araguaia (PA);-5,736;-48,43;Pinus;
31/12/2015;Brasil;Norte;Pará;PA;Brejo Grande do Araguaia;Brejo Grande do Araguaia (PA);-5,736;-48,43;Pinus;0
31/12/2016;Brasil;Norte;Pará;PA;Brejo Grande do Araguaia;Brejo Grande do Araguaia (PA);-5,736;-48,43;Pinus;0
31/12/2014;Brasil;Norte;Pará;PA;Brejo Grande do Araguaia;Brejo Grande do Araguaia (PA);-5,736;-48,43;Outras espécies;
31/12/2015;Brasil;Norte;Pará;PA;Brejo Grande do Araguaia;Brejo Grande do Araguaia (PA);-5,736;-48,43;Outras espécies;0
31/12/2016;Brasil;Norte;Pará;PA;Brejo Grande do Araguaia;Brejo Grande do Araguaia (PA);-5,736;-48,43;Outras espécies;0
31/12/2014;Brasil;Norte;Pará;PA;Breu Branco;Breu Branco (PA);-3,733;-49,37;Eucalipto;2388
31/12/2015;Brasil;Norte;Pará;PA;Breu Branco;Breu Branco (PA);-3,733;-49,37;Eucalipto;2500
31/12/2016;Brasil;Norte;Pará;PA;Breu Branco;Breu Branco (PA);-3,733;-49,37;Eucalipto;2000
31/12/2014;Brasil;Norte;Pará;PA;Breu Branco;Breu Branco (PA);-3,733;-49,37;Pinus;0
31/12/2015;Brasil;Norte;Pará;PA;Breu Branco;Breu Branco (PA);-3,733;-49,37;Pinus;0
